Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Pakistan,PAK,3707055833.87054,4054599105.36005,4233095505.40624,4540529028.7576,5130407637.42946,5884712000.44842,6466610634.46042,7403821779.6402,8090088418.53272,8632927108.67199,10027088676.7101,10602058000.4704,9309109504.48076,6324884160.17501,8773030763.9036,11340000682.6128,13338485498.2049,15126060232.1348,17820101315.3363,19707980059.5957,23689697675.6467,28100606600.3566,30725972227.8188,28691890864.9248,31151825048.1397,31144920866.5131,31899072715.3606,33351526336.2521,38472741071.3218,40171021119.7757,40010425587.1428,45451961233.9905,48635242274.1568,51478354558.3299,51894795657.7709,60636071684.1918,63320170084.4076,62433340468.0228,62191955814.3478,62973855718.8874,73952374969.7995,72309738921.3329,72306820396.2326,83244801092.7096,97977766197.6724,109600000000,127500000000,143171182643.097,163891676021.598,161989976155.703,174799150101.471
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,119863000,124656000,119455000,122728000,133560000,145428000,156614000,164289000,166394363.535,164691982.801673,169665680.682284
Panama,PAN,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,19794000000,23001600000,24080100000,26777100000
Papua New Guinea,PNG,230496032.972722,244832035.023504,261184037.362676,275968039.477545,305312043.675238,344159480.344943,390973233.284802,441706905.588532,485160819.80065,551237325.568373,645537157.576436,717716139.555958,858802050.299401,1299105286.18094,1467346105.92795,1356591218.74591,1511856629.667,1640763164.01314,1947947479.19312,2293621893.79039,2545982960.20271,2498068350.66865,2368584969.53284,2562492486.54467,2552526258.62453,2423373084.07478,2648033798.64114,3143848335.71979,3655979665.55184,3546460176.99115,3219730365,3787352286.66667,4377984100,4974662910,5502648500,4636113480,5155485419.7,4936605080,3789428160,3477060138.33333,3521348154.79667,3081029665.98233,2999542369.42117,3536459119.88209,3927114456.8431,4901584516.12903,5598700444.44444,6329292929.29293,8010370370.37037,7914594202.89855,9480047958.80839
Paraguay,PRY,,,,,,443586494.984127,465884923.936508,492677770.15873,517653162.666667,556293623.873016,594609493.333333,664571448.888889,769039668.825397,995531759.746032,1333476205.71429,1511420619.1746,1698960335.2381,2092158780.95238,2559857225.14286,3416777874.28571,4578785507.55556,5781301410.53968,5420588092.23529,5603424508.49315,4392449744.1637,3162899920.70429,3544259671.27604,3732934091.88024,3951333336.99048,4363188571.86139,5264595869.24703,6248792635.07395,6445510897.82044,6874792180.24422,6940688924.29652,8065811597.55476,8744408795.70206,8872095650.39717,7915133552.90666,7292038448.91154,7071265939.07756,6445764900.75258,5045545608.56706,5551643681.11198,6949760482.95889,7473231061.9598,9275210016.39174,12222355341.2556,16873155276.0934,14239629907.3668,18474738675.9582
Peru,PER,2503708500.5641,2822764382.43284,3199617471.26866,3505470788.30224,4241381118.54851,5026099956.24544,5947054338.81438,6029751896.5662,5583979280.16696,6250645606.84669,7235141852.32276,8069766829.14569,8945736419.97765,10702842298.3989,13490954944.4947,16413418808.9469,15519319139.348,14230997983.1177,12162093074.503,15542640785.3234,20661220078.2964,24966849816.694,24817438679.3794,19129866510.707,19845514734.2444,18838400475.898,17977500454.1499,23905267270.5645,12375610633.6897,20576647134.6777,26294371425.0604,34544482512.9374,36084008138.7719,34834667901.8806,44909998632.3762,53674086051.4305,55876101187.2295,59222879292.0524,56751679594.3402,51509515206.3704,53290390318.025,53935760985.2102,56772338815.4457,61346725170.0522,69725009964.83,79385073422.3301,92303809835.527,107233299364.523,126822739599.823,126923120548.981,153844936636.874
Philippines,PHL,6684685510.90316,7257047654.30188,4399815069.67848,4875248019.51617,5271360643.25358,5784398850.00538,6371486692.83872,6809047599.74237,7591602924.47986,8408265263.7862,6687223655.87752,7408296134.04833,8017418383.19013,10082910550.6949,13781190369.8478,14893969268.8422,17097658629.6548,19648040090.5671,22706283655.4269,27502354651.4559,32450398739.9681,35646642135.5476,37140164100.3261,33212130822.7708,31408478618.4519,30734266462.1757,29868363901.1303,33195974365.3779,37885485202.8788,42575217414.9429,44311595229.859,45417505303.2898,52976363147.6418,54368183871.6747,64084543195.2152,74119868201.9048,82848194394.7603,82344374413.9339,72207022471.5941,82995145600.7288,81026294681.2439,76261998622.8919,81357657790.4136,83908205719.8012,91371236939.219,103065972407.859,122210719245.942,149359920006.4,173602533345.578,168333540385.114,199589447423.747
Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,71004758667.5731,73890473474.0445,63877404752.9234,68823925667.8281,82211436909.3941,58975894567.4184,76427193688.5345,84325431461.5265,85850630505.5752,98515947588.2158,139061724220.406,156684025073.254,157153896117.757,172901507740.116,167958110564.113,171276118424.232,190420821221.818,198179523189.78,216800940068.088,252768889229.12,303912340672.79,341670072522.16,425321393718.148,529400755437.49,430645331880.388,468585140961.857
Portugal,PRT,3193200403.29652,3417516638.22389,3668222356.42043,3905734458.41027,4235608176.24317,4687464054.44881,5135387845.54848,5740241165.16195,6354262627.81247,6969025825.05519,7991335634.58856,9068943957.59717,11077078650.8525,14873000817.6615,17259905919.4949,19068667372.549,20039688063.6605,21130423834.4683,23148983485.4015,26238988196.7213,32422240288.346,31516247850.1629,30087624899.0918,26846926836.7716,24854392933.4429,26724868772.7968,38187288245.5435,47488254475.5941,55534872367.688,59720485459.6384,77579013528.3364,87947086665.7416,106040904588.655,93639961862.6106,98251393659.4203,116418999601.964,120986223030.933,115472955974.843,122555765805.877,126113360323.887,117014464713.47,120033199105.145,131886034255.599,161416365688.488,184794844573.578,191175943888.972,201060414656.88,231741573802.622,251925293880.69,234232186740.72,228538145695.364
Puerto Rico,PRI,1691899776,1865099904,2088899712,2326999808,2570399744,2881999872,3169799936,3550000128,3986899968,4460700160,5034599936,5646700032,6328999936,7002299904,7684800000,8198400000,8968599552,9910899712,11164999680,12750000128,14436100096,15955699712,16764199936,17276600320,19162599424,20289200128,21969399808,23878000640,26178400256,28266799104,30603800576,32287000576,34630402048,36922499072,39690600448,42647330816,45340798976,48186998784,54086402048,57841000448,61044899840,67897098240
Qatar,QAT,,,,,,,,,,,301791311.79926,387700072.409347,510259928.908807,793884362.593803,2401403163.72314,2512783990.61795,3284301434.84055,3617580063.60212,4052000452.82943,5633000409.28126,7829094485.17483,8661263504.23003,7596703007.43795,6467582125.69331,6704395622.16508,6153296279.80592,5053021814.81234,5446428537.54036,6038186867.73873,6487911900.93158,7360439207.65363,6883516285.13473,7646153766.45235,7156593446.49546,7374450565.49158,8137911747.88436,9059340116.93335,11297801801.8718,10255494737.4054,12393131510.9639,17759889598.0531,17538461033.0061,19363735705.6767,23533790530.5514,31675273812.3988,43040108649.7014,60496701553.1988,80750821848.5994,110712359446.651,98313183979.8177
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,38067565160.5839,40424526825.7903,41450779108.6724,38299106119.9263,28846858763.0854,25090303816.8056,26361161947.6427,30072623842.2824,35477055618.9246,35333677695.2593,35285888482.0479,42115494069.2734,35592337082.8604,37052636395.1938,40180746113.1837,45824529874.3372,59507345650.253,75489440362.1002,98913392471.9673,122641508767.76,169282491900.094,200071062765.493,161110320401.404,161623662680.931
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506500146307.614,516814258695.568,509381638906.293,460205414725.771,435060123490.732,395086555837.015,395528488655.671,391721392325.09,404926534140.017,270953116950.026,195905767668.562,259708496267.33,306602673980.116,345110438693.572,430347770733.154,591016690742.938,764000901160.579,989930542278.685,1299705764824.48,1660846387626,1221991353711.76,1479819314058.23
Rwanda,RWA,119000023.04,122000015.36,125000007.68,128000000,129999994.88,148799979.52,124525702.582857,159560017.92,172200017.92,188700037.12,219900006.4,222872787.658188,246455155.364995,290317203.282282,308918598.312082,568397274.63952,666415343.822554,771542426.297638,873007462.268944,1035868205.27211,1163184014.17177,1320982376.27727,1410577394.37407,1507165402.77359,1588378077.84063,1715332717.54631,1943621557.67107,2151682622.69166,2395578494.90578,2410194296.32998,2584367370.29826,1911970651.35827,2037982629.59986,1971348322.05199,753636370.618182,1293447629.54555,1382334846.44898,1851557080.92794,1989343578.55898,1931185215.70699,1734921292.59296,1674685045.57826,1640603016.64891,1846148215.56221,2088892750.27071,2581168602.04439,3111203756.26284,3741050577.82256,4712306077.47675,5261963315.4829,5627667377.43016
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,108006925.400911,99668848.7703466,97298513.646199,85156795.7635618,89947043.6814586,99540468.2072059,118518518.735985,109494843.260224,112058888.223031,111908235.967066,117883207.849366,118613703.553059,197000394.477318,200357402.765424,222670196.526931,254361347.160661,240113812.860111,230621434.542609,245617502.951311,243336183.69105,256677700.108988,301905953.023492,374507187.856928,412220560.259923,441660283.462262,493164717.055299,578899186.46637,496485298.050093,565203177.949405
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853373879.731819,773907642.414748,815205233.062791,879957209.923907,1122981525.35502,1317357834.61634,1375416604.48689,1469075398.31891,1687653983.02765,1899809579.61037
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76460459.604321,90713554.5390768,97993841.0157521,106764516.410576,113808429.626823,124185330.708945,143497348.607048,170904224.752756,189961808.272699,196806609.568997
Saudi Arabia,SAU,,,,,,,,,4187777706.66667,4485777635.55556,5014444259.55556,6797048699.92487,9230601615.91797,14441807078.9067,44990986123.1936,46528882433.2215,63838242167.2597,74028820450.0738,80087657403.8483,111720129709.86,164308171946.835,183939395923.512,152907357293.156,128859626986.747,119293133794.195,103897847413.546,86961925508.1821,85695864946.0917,88256073925.796,95344461902.0848,116778111979.758,131335915472.951,136304139411.154,132151405582.785,134327104601.473,142457681255.804,157743126866.827,164993858632.323,145772799590.4,160957062621.867,188441864874.667,183012268441.6,188551196398.933,214572800000,250338933333.333,315580048570.895,356630440587.45,384891141942.369,476304800000,372663466666.667,434666133333.333
Senegal,SEN,792985587.10969,836662900.791317,857599973.437953,886567081.523057,939336465.233407,948907244.776543,980268225.324992,981218558.068884,1037288189.95853,984570174.309804,1020010094.70087,1051348941.85103,1278034142.40217,1471908194.69346,1658306122.549,2235776923.95658,2266865428.16518,2320783726.15249,2591131247.27148,3226702879.6152,3503275490.84624,3176788511.22376,3109547861.03283,2774170019.72616,2705515376.23709,2962219552.10059,4189931947.48891,5040650946.36254,4985122973.47781,4913038778.52617,5716744852.50468,5617174598.70818,6004926101.4652,5678880068.96269,3877229737.07666,4879192244.84672,5065832118.5366,4672258968.03193,5058224886.77787,5150798886.57698,4691828356.9328,4877598732.49845,5333863901.81261,6871327280.44084,8040528592.73799,8702730297.54835,9378279041.45491,11334237876.8954,13210074065.4676,12790851243.8381,12954023882.2623
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21380951575.529,16204161183.5547,17632705912.6184,6082791506.17659,11390468618.534,15107552528.5605,19675596592.1918,23710517390.8128,25234408772.9975,29221081586.6368,39385398650.2091,48856609868.3679,41653965783.0798,39128329377.1523
Seychelles,SYC,12012049.4308408,11592047.7024897,12642052.0233674,13923057.2948382,15393063.3440669,15603048.3694499,16443050.973458,16632042.4686673,16074016.0740161,16452016.4520164,18432018.4320184,21993345.4159845,30645140.1415746,36896300.8150996,43134511.2912474,47803145.9480985,49279675.6383713,64500260.3560205,85566712.2619731,127308472.756271,147357222.756749,153889518.79042,147759494.791333,146712886.619265,151313170.521627,168887618.038414,207858774.541469,249267412.022479,283826531.46518,308375193.952233,368584758.942457,375018939.393939,433658727.059742,473914075.572273,487009900.990099,508234503.541073,503060037.089327,562954169.782197,608358684.515165,622976165.073803,614879764.780006,622262057.191635,697518248.175182,705704816.042365,699800000,883818181.818182,967806221.35261,1018952362.68143,920991413.94916,788102778.124747,936609214.451442
Sierra Leone,SLE,322009478.106707,327834752.427556,342721625.556128,348546926.009244,371848127.82171,359379856.248058,375479849.80806,348795303.000385,329860135.024054,408690163.296065,434410366.360069,419549387.020884,465381103.603727,575230251.323587,648590625.92567,679335916.411326,594895649.185867,691777759.267335,960728331.295844,1109374711.0164,1100685875.40484,1114830499.52549,1295361911.75877,995104288.373919,1087471849.24002,856890497.055359,490181456.62441,701307601.909934,1055083946.11552,932974412.385267,649644826.800447,779995081.67031,680034040.849019,768817621.145374,911912391.341401,870768008.474576,941753014.011078,850231278.65512,672381683.29496,669392528.544507,635876870.130491,805663721.269793,935823725.583611,991113463.09468,1096030169.23015,1239397077.93064,1422009797.58252,1663712059.1446,1954828246.01522,1856392961.87683,1905015045.13541
Singapore,SGP,649592148.085956,745379362.430899,751691053.205322,847568542.080786,855382996.461918,974186784.21055,1095902965.48506,1237415176.24222,1425020122.31295,1659044470.85042,1919496192.08007,2270331437.10832,2950257777.77778,4227568424.39529,5260723585.5213,5786825835.5132,6066358055.52859,6693982242.94672,8047818554.52718,9702330273.92655,12045805430.6001,14322924992.3713,15812376371.1113,17934691695.5797,19446732038.9108,18464101330.6465,18732060163.0372,21551879961.0633,26478402921.848,31405070268.4687,38835478887.7446,45184799282.2205,52011315967.1776,60473080791.1499,73235405800.5805,87063233832.8933,95180444906.7398,99297095552.1257,85013628374.1056,84880320953.4204,94308601812.6888,87701014385.5782,90640573369.9446,95956606174.245,112692539785.837,125417500225.286,145331962742.301,177328659187.296,189393185097.924,183331828442.438,222699188979.41
Sint Maarten (Dutch part),SXM
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,6106406925.5678,6130945238.93357,5750481089.69582,5827019554.19201,7874148638.14007,9480149423.07836,10073854641.6921,9769581997.99263,11716492829.9955,13119169441.7792,14271366595.7445,16250533389.8126,19833225849.779,25240261437.9085,27268441064.6388,27021853404.3276,29258362232.912,29924856168.762,28700755481.85,30295516778.5235,34613485789.5727,45804232505.6433,56032071020.6109,61285897276.4582,69057257558.6501,84241814946.6192,98463512523.8026,87641512385.9191,89034490066.2252
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17381802758.3485,12673485227.1309,12522536278.5091,12673039187.2837,14385505626.2091,20814335344.4908,21007770977.1349,20271553550.4727,21592759564.4728,22157534732.8496,19887999963.7137,20389746601.5249,23070243206.1187,29058085346.5983,33724037046.539,35751727924.7107,38951918416.4502,47314863049.6398,54642842411.0151,49158599387.3298,47762955727.1523
Solomon Islands,SLB,,,,,,,,25203524.0325638,28084252.7582748,28606411.398041,,50056882.8213879,40606712.050639,55272108.8435374,84539332.282562,74617096.4785967,83099107.9066357,93147039.2548237,111022089.96223,151270207.852194,168715353.097132,187313261.319237,188446092.06055,180219397.527425,252806783.386983,232306861.156132,210737869.652598,238606299.605651,310684273.709484,332286760.858189,302515026.890225,320355090.61441,378778047.197842,410923236.189102,464756638.512487,519334096.714525,565163750.56079,567919502.811483,471177008.057148,482214092.308964,435101217.233417,400464593.025519,341663053.747468,332736306.539248,375109694.525921,413909879.281265,456735444.86792,586218381.044736,645796657.499395,601299089.753921,678625481.686752
Somalia,SOM,180460950.352325,191660990.858439,203533070.710314,216147149.952901,229531201.852126,243725900.221596,257375899.364358,271781889.251523,286719887.890669,300230021.488119,316147885.344132,331104597.011628,416940946.569946,507028439.326556,467577426.580885,710850217.913651,807275798.953097,498550866.152824,564986077.529703,590419863.985327,603592653.942155,699112246.542284,774419565.926071,733901342.023081,788307226.827367,876404614.97334,930318731.622262,1009792742.91164,1038291312.30908,1092393020.47939,917044253.990257
South Africa,ZAF,7342225762.79458,7720688701.92841,8246257298.82673,9148862185.94507,10042897173.025,10971132727.8166,11950067830.9932,13331016545.3162,14421234897.0045,16229906620.0262,17854214222.7233,19764722341.2654,20642357922.1629,28439129198.6217,35728951878.2745,36947549491.2133,35475201162.9677,39400151512.4376,45328402074.7808,55936738908.9478,80710215085.3728,86830012488.9779,80086547269.9213,86013096939.6403,85171208723.9094,67066232217.3801,79501624654.028,104022118644.52,114631068119.229,124908313644.769,112013925352.816,120225327665.385,130513036525.141,130405952096.512,135777933839.561,151113089034.784,143732002576.507,148814150953.264,134295556521.532,133183580945.092,132877648090.737,118478978977.56,111100827740.938,168219302326.317,219092937439.456,247064310285.63,261007039378.852,286169133891.573,275278721835.79,282754441019.849,363703902726.737
South Sudan,SSD
Spain,ESP,12072126076.2703,13834300572.4856,16138545210.4134,19074913949.0995,21343844645.2781,24756958696.7147,28721062244.241,31647119228.7222,31475548481.1927,36038711599.2926,39801889588.7806,45264830491.018,57414244317.8877,76354550599.6573,94447579059.7058,111442044927.536,115063799204.178,128600785323.111,155933248350.694,208366409667.824,226003471826.41,196915036583.168,190301806300.167,165983970533.643,167102230801.076,175540268395.303,244018605203.754,309486288909.85,365230566633.338,402705736191.145,520968164871.041,560395839551.641,612583910450.187,509818861681.266,515146428393.988,596750733920.47,622428740312.623,572637500000,600838623454.728,617879821010.015,580673484429.703,609107829977.629,686246941464.333,883667042889.39,1044299168699.91,1130169626423.92,1234767751251.03,1441941152800.7,1593912183689.16,1464088697118.68,1407405298013.24
Sri Lanka,LKA,1419629929.41176,1454342131.09244,1458609619.75309,1241387713.61345,1321840726.05042,1698319327.73109,1751470588.23529,1859465020.57613,1801176470.58824,1965546218.48739,2296470588.23529,2369308600.33727,2553936348.40871,2875625000,3574586466.16541,3791298145.50642,3591319857.31272,4104509582.86359,2733183856.50224,3364611432.24149,4024621899.57653,4415844155.84416,4768765016.81884,5167913302.16744,6043474842.7673,5978460972.01767,6405210563.88294,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091930835.7349,15794972847.1683,15656342015.855,16330810303.9158,15746224409.7999,17102623876.2283,18881765437.2151,20662525941.2986,24405791044.7761,28267410542.5164,32351184234.3157,40715249699.9908,42067965895.2497,49551751282.5049
St. Kitts and Nevis,KNA,12366635.5848801,12483301.9583223,12541635.1450435,12833301.0786491,13416632.9458604,13593932.4279455,14469078.2924055,16742338.5872698,14600000,15850000,16300000,19624746.4218323,22944848.5121012,24196018.4827341,31514856.7177484,33364054.126509,30095602.1846983,29888888.3610321,34259258.6542189,39888888.1844257,47999999.1522894,56555554.5567484,59925924.8675959,59666665.6129154,70037035.8001384,77999998.6224703,94148146.4854319,108185183.274566,126666664.429653,143259256.72921,159200364.595828,164574444.500918,181815558.270503,198341104.645318,221740748.67651,230740736.665712,245555551.218888,275089909.076895,287324365.949587,305008729.111103,326203986.926533,342746455.582882,351318063.993596,362654126.531812,399585548.49862,438718510.77047,487137028.433887,513233324.269306,570140740.740741,526214814.814815,526007407.407407
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,103444442.61755,133414812.458624,152244441.755711,143588880.427092,154503700.97507,197088885.408174,189166669.251789,225777773.790398,242385180.904508,273977784.791007,311511105.609627,397192573.726067,431470356.824403,477996270.0768,492029620.940073,517566663.452036,560811083.429052,566370360.367909,604411088.584974,657529594.313534,692507395.177286,707525925.49654,687048136.01444,705003691.252889,738214801.777471,799237022.922002,858055540.401748,930935634.941596,957841412.224624,986073137.020436,954222222.222222,931955555.555556
St. Martin (French part),MAF
St. Vincent and the Grenadines,VCT,13066633.8255337,13999964.8130718,14524963.493562,13708298.8794661,14758296.2404465,15108295.3612136,16099959.5355017,15835088.4020619,15350000,16650000,18450000,20051648.1111283,27585488.2223049,30165373.2430518,32924215.7541822,33237149.307437,32792487.6316849,36537036.3917697,46599999.1770143,54511110.1484102,60307406.3423402,74799998.6789844,85448146.6390794,94044442.7835597,103499992.246198,112881479.487923,127974065.888045,142329621.190072,164574077.093517,177296293.165131,198207403.906938,212492582.913912,233188878.844699,238774063.931246,243255557.185433,266481488.6271,281518501.694871,293070365.194561,317851822.534682,331866660.80569,339014808.827597,349459253.087586,370055549.020139,386954849.832798,420633353.085754,445566734.411203,497902361.577098,555281481.481481,583870370.37037,585381481.481481,561611111.111111
Sudan,SDN,1126145486.57759,1222805280.69953,1328199482.22271,1351199831.13484,1388175106.25793,1446869603.0385,1484348063.37922,1607265925.64608,1677627786.05585,1847501420.47373,2100229735.41496,2276428652.5977,2470285802.36709,3061428680.58794,3938571569.00651,4798285885.37507,5982285927.59219,7460428837.44022,8074210266.49057,8401977027.52205,7617171645.26159,9538009463.3331,9254390431.47891,8465262541.36184,10044297796.1918,12459352088.1193,15966649370.3837,20631192466.3299,15510324099.0826,15295634989.3281,12408648108.3173,11379222223.3522,7031931224.00226,8881004944.18841,12793795322.4247,13830459816.2941,9018315170.68736,11681198236.1397,11250216339.0671,10682045000.354,12366140065.8,13362328043.0079,14975626178.2221,17780302166.5888,21684761535.4789,27386699507.3892,36393186003.6832,46533234126.9841,58032057416.268,54633362293.6577,62045783132.5301
Suriname,SUR,99530187.8188201,104356015.212222,109764827.531352,116658270.806268,128165018.426704,147042449.067122,181456639.27432,210462127.784856,233952861.624284,247580668.840386,262102968.99655,287329438.966936,322240901.543641,342072834.635861,412997205.524987,521008411.744761,566386563.735434,718207294.46966,824089719.142575,877310938.48634,890644202.006204,996134469.810064,1025378167.75961,990028027.134776,968235309.69728,978431388.292715,998319343.7948,1097871166.12496,1300728312.24622,551341439.83645,399075061.887204,438220953.156566,404600009.043514,435194019.010323,604950779.56159,693609699.8806,859987492.559115,929607506.14777,944999985.918404,885444152.713511,892164328.184937,763465547.262926,1078402171.42317,1271049474.70319,1484318751.33372,1793410616.22941,2132482915.71754,2419307832.42259,3065318761.38433,3251876138.43352
Swaziland,SWZ,35076892.1284819,43025971.0223469,45928018.5423281,54129458.5248831,64980584.9387294,70279576.0742963,76859536.3840412,74759549.0511438,79799518.6500974,105419364.111444,112137760.88298,136465323.056421,146741250.771712,221902015.461479,264312000.419645,288302912.760964,272539099.063729,304047838.786708,340616376.129436,411995245.673071,542580227.03682,575584182.418044,539630625.883962,556273172.604116,507294315.370835,367384477.81755,452393040.385947,584422016.286056,695870589.168851,698585171.536079,1114982000.26172,1158222660.17526,1285751428.09677,1358867201.77951,1420166988.79428,1698967931.43226,1613812745.57599,1718172156.43431,1562195983.74787,1534888918.39459,1489618181.41908,1290582262.02034,1174110115.57958,1795877962.8505,2281533677.2022,2523979485.94549,2669670497.78964,2949751596.87722,2836875998.64426,2936025585.04549,3645267040.02186
Sweden,SWE,14835244823.3736,16138747702.6876,17502494032.0692,18944202472.7461,21126354098.6747,23248262274.7289,25288467733.0827,27449356965.0744,29128298598.6506,31632929867.5016,35423217940.5397,38653762548.8207,45523654443.7678,55242233562.613,61387439936.2526,77077248217.5714,83099855711.334,87848776850.6783,97123581208.3656,114740030224.627,132134971436.306,120596949253.071,106329749886.194,97745366614.7566,101609733244.518,106376857775.311,140790611586.698,171607073670.904,193880820368.521,204448148295.15,244544875554.335,257902646742.621,267172776556.887,202037798391.448,217546397096.941,253679923737.961,276456158663.883,253177906717.835,254723204065.46,258813540859.799,247260155857.763,227359498891.481,250960758336.671,314713404152.703,362089648912.965,370579639747.414,399075661572.866,462512853670.12,486158607819.636,403612967119.687,458003597858.405
Switzerland,CHE,9522746719.21614,10712712465.0522,11879982758.5619,13063643795.7884,14480556571.5476,15346741669.7575,16480058704.8531,17740013179.26,18942729779.1,20524886616.4789,22862556670.4779,27473929630.6152,33696818814.9661,45317097510.1112,52224871916.2219,59873510285.515,62626779764.7624,66888000873.7258,93542957270.6935,105148543212.847,109852647178.493,100608729753.08,103117171972.122,102750565265.114,98108414761.4589,99475324411.7048,142597555517.816,178582145126.073,193196187848.698,186532150378.385,238212677230.78,241001802286.611,250982186821.931,244089818241.743,270221089418.001,315939881871.459,304751566124.595,264584062461.931,272632435331.77,268211560893.356,249918732454.998,254989746186.893,278620794936.481,325039777288.186,362990618832.328,372475755389.582,391233703828.24,434116631636.912,502447278285.276,491924171371.331,523772140978.64
Syrian Arab Republic,SYR,857704420.513311,945244981.03812,1110565862.45336,1200447417.83731,1339494289.3772,1472036544.33834,1342287560.10485,1580229793.0464,1753746376.72454,2245011583.18701,2140383710.00885,2589851697.78909,3059682165.01819,3239488091.65961,5159557171.37958,6826980767.77202,7633528922.27343,7696011370.7877,9275203108.85105,9929682189.10886,13062421027.934,15518199245.3643,16298905403.3054,17589184545.6568,17503082976.9152,16403544516.9197,13293209274.2119,11356215714.3514,10577042354.0589,9853396224.91123,12308624283.9787,12981833333.3333,13253565901.0698,13695962017.1807,10122020000,11396706586.8263,13789560878.2435,14505233969.8054,15200846139.0769,15873875968.9922,19325894913.1254,21099833783.503,21582248881.6592,22396829912.6194,25012613861.3861,28859003831.4176,33332825024.4379,40404985983.1798,52581935483.871,53934534350.507,59102566137.5209
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629395066.27017,2535545389.35646,1909246640.80838,1646693875.00394,1346074460.78303,1231523105.36089,1043893062.60575,921843115.774498,1320126664.94978,1086567367.91081,860550294.273467,1080774005.56446,1221113794.72523,1554125542.56223,2076148710.31813,2312319579.02843,2830236053.84429,3719497371.09659,5161336170.46084,4978154343.78546,5640410958.90411
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405823.88112,4420165053.36378,4258741084.8153,4956597377.66083,4601414688.3908,4257702335.04202,4510845976.86805,5255236879.18318,6496158706.98662,7683883940.27145,9345191090.9173,9697835544.33643,10185767294.2617,10383580744.1722,10805631194.5209,11659118661.0427,12825801580.9281,14141919722.4993,14331230928.9879,16825553272.059,20715098399.4656,21368198377.6537,23056525009.402
Thailand,THA,2760764762.4145,3034053580.79606,3308912929.93057,3540403471.05671,3889130443.89898,4388937645.05284,5279230813.43612,5638461434.63262,6081009421.90366,6695336559.7804,7086538430.17724,7375000024.96995,8177872958.55116,10838593715.8746,13702998650.3755,14882770239.7075,16985208711.5172,19779312336.8969,24006567107.2761,27371650354.6262,32353514503.3674,34846038519.3952,36589772335.2838,40042798314.056,41797647302.1639,38900711298.0461,43096774495.7122,50535445680.8992,61667254411.4637,72250747142.1734,85343189319.6575,98234713406.7918,111452745856.776,125010690988.821,144308067331.745,168018557307.614,181947631899.938,150891449495.045,111859654863.989,122629741697.716,122725247705.559,115536405150.354,126876918690.024,142640079033.312,161339790594.627,176351815950.372,207088920189.904,246977009038.813,272577816170.884,263709706585.778,318846998674.494
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316200000,277300000,284100000,297800000,309300000,331915908.771934,326812745.541575,397567776.194698,497918858.206328,598000000,701000000
